postcode,provider_count_at_postcode,unique_kvk_holders,lrk_id,type_oko,kvk_nummer,inschrijfdatum,woonplaats,aantal_kindplaatsen
2959BR,3,2,538282344,KDV,68009704,20-08-2013,Streefkerk,16
2841LN,3,2,174811044,BSO,30182723,02-09-2019,Moordrecht,44
2841LN,3,2,293943527,KDV,30182723,02-09-2019,Moordrecht,15
2841LN,3,2,315095568,KDV,41135920,01-11-2019,Moordrecht,16
6642AB,3,2,174832692,BSO,09166969,28-08-2017,Beuningen Gld,22
6642AB,3,2,319439069,BSO,41208044,01-01-2021,Beuningen Gld,85
6642AB,3,2,583022170,KDV,09166969,22-10-2018,Beuningen Gld,16
1021RB,3,1,175989230,KDV,34327012,26-08-2019,Amsterdam,15
1021RB,3,1,277648038,KDV,34327012,01-01-2018,Amsterdam,60
1021RB,3,1,282792417,BSO,34327012,26-08-2019,Amsterdam,22
7581PK,3,1,176070941,KDV,54171539,01-03-2012,Losser,96
7581PK,3,1,228327088,BSO,54171539,15-11-2019,Losser,40
7581PK,3,1,726807084,VGO,,25-08-2025,Losser,5
1813AA,3,2,176145011,KDV,37095741,01-08-2015,Alkmaar,16
1813AA,3,2,314888135,BSO,82932263,15-08-2021,Alkmaar,18
1813AA,3,2,397137692,BSO,37095741,01-01-2010,Alkmaar,88
4873LP,3,2,176282014,KDV,76085082,14-09-2020,Etten-Leur,64
4873LP,3,2,188371412,BSO,76085082,14-09-2020,Etten-Leur,60
4873LP,3,2,205319634,BSO,84548266,27-05-2024,Etten-Leur,32
1107GA,3,2,176324860,BSO,60901934,01-01-2010,Amsterdam,75
1107GA,3,2,180503601,KDV,34206306,20-10-2014,Amsterdam,32
1107GA,3,2,672367610,KDV,60901934,01-01-2010,Amsterdam,62
2912CR,3,2,176356721,KDV,51836343,23-10-2015,Nieuwerkerk aan den IJssel,16
2912CR,3,2,235627926,BSO,24384799,07-09-2012,NIEUWERKERK AD IJSSEL,40
2912CR,3,2,341897061,BSO,51836343,24-08-2015,Nieuwerkerk aan den IJssel,34
5941CP,3,1,176530812,BSO,41063959,01-01-2015,Velden,60
5941CP,3,1,257281794,BSO,41063959,01-09-2021,Velden,30
5941CP,3,1,410511729,KDV,41063959,01-01-2015,Velden,84
3744MA,3,2,176686976,BSO,30182723,01-09-2019,Baarn,17
3744MA,3,2,302315822,KDV,71885579,18-10-2018,Baarn,58
3744MA,3,2,330979504,BSO,71885579,18-10-2018,Baarn,44
2547GA,3,2,176770367,KDV,69092222,03-10-2012,'s-Gravenhage,32
2547GA,3,2,495036109,BSO,27179025,27-09-2013,'s-Gravenhage,66
2547GA,3,2,566445773,KDV,27179025,11-11-2011,'s-Gravenhage,53
5741BC,3,1,176896648,KDV,17101430,01-05-2013,Beek en Donk,42
5741BC,3,1,191633501,BSO,17101430,30-05-2017,Beek en Donk,36
5741BC,3,1,449317973,BSO,17101430,01-05-2013,Beek en Donk,44
9603HL,3,2,177321568,BSO,34162208,24-10-2019,Hoogezand,100
9603HL,3,2,183762794,KDV,34162208,02-01-2020,Hoogezand,16
9603HL,3,2,192004062,KDV,64682838,24-10-2019,Hoogezand,16
7534CP,3,1,177348082,VGO,,21-03-2024,Enschede,6
7534CP,3,1,197353708,KDV,41208044,16-08-2015,Enschede,60
7534CP,3,1,202756439,BSO,41208044,16-08-2015,Enschede,68
3207SJ,3,1,177662724,VGO,,10-11-2010,Spijkenisse,6
3207SJ,3,1,221497699,GOB,67139183,30-09-2010,Spijkenisse,
3207SJ,3,1,223224510,VGO,,04-04-2011,Spijkenisse,4
5469EW,3,2,177714268,KDV,17146672,12-12-2012,Erp,8
5469EW,3,2,329287217,BSO,50180223,28-08-2017,Erp,22
5469EW,3,2,743144478,KDV,50180223,04-10-2023,Erp,16
4005VH,3,2,177729168,BSO,90693914,15-07-2019,Tiel,24
4005VH,3,2,311745179,KDV,90693914,02-12-2020,Tiel,30
4005VH,3,2,358915636,KDV,11063333,31-12-2012,Tiel,16
2231VW,3,1,178088845,KDV,41167702,13-03-2020,Rijnsburg,44
2231VW,3,1,231482590,KDV,41167702,05-08-2025,Rijnsburg,16
2231VW,3,1,501819228,BSO,41167702,02-03-2020,Rijnsburg,22
3461GH,3,2,178276911,KDV,41135920,10-06-2010,Linschoten,43
3461GH,3,2,690374239,KDV,30182723,20-08-2012,Linschoten,16
3461GH,3,2,720500333,BSO,41135920,10-06-2010,Linschoten,44
8012VA,3,1,178311376,KDV,05027189,01-06-2012,Zwolle,16
8012VA,3,1,264848032,BSO,05027189,01-03-2011,Zwolle,54
8012VA,3,1,555202781,BSO,05027189,01-01-2010,Zwolle,30
1135VX,3,1,178395481,KDV,37114458,02-01-2010,Edam,92
1135VX,3,1,279730068,BSO,37114458,02-01-2010,Edam,37
1135VX,3,1,319912103,BSO,37114458,19-05-2025,Edam,36
1187SM,3,2,178572408,BSO,77883594,01-11-2025,Amstelveen,10
1187SM,3,2,231351215,KDV,68155042,10-01-2022,Amstelveen,32
1187SM,3,2,251491213,BSO,68155042,16-11-2020,Amstelveen,85
5052BL,3,1,178630809,BSO,18052922,02-09-2019,Goirle,66
5052BL,3,1,211793632,BSO,18052922,10-01-2012,Goirle,80
5052BL,3,1,933143527,KDV,18052922,10-01-2012,Goirle,93
4194RR,3,2,178971704,BSO,11063331,01-01-2012,Meteren,63
4194RR,3,2,220384629,KDV,11066290,29-06-2015,Meteren,16
4194RR,3,2,557506852,KDV,11063331,01-10-2021,Meteren,28
2593RM,3,2,179099887,KDV,69092222,27-12-2018,'s-Gravenhage,15
2593RM,3,2,236421104,BSO,27179025,01-01-2010,'s-Gravenhage,106
2593RM,3,2,626717504,KDV,27179025,01-01-2010,'s-Gravenhage,66
6663BS,3,2,179249927,BSO,52175251,01-11-2011,Lent,20
6663BS,3,2,269505982,BSO,09166969,17-02-2022,Lent,92
6663BS,3,2,862089840,KDV,09166969,17-02-2022,Lent,64
5321GL,3,3,179665327,BSO,77737458,01-01-2021,Hedel,30
5321GL,3,3,303930007,KDV,76091031,08-01-2018,Hedel,16
5321GL,3,3,315548794,BSO,80869238,10-08-2018,Hedel,44
9697NS,3,1,179790626,VGO,,29-09-2010,Blijham,6
9697NS,3,1,254411472,KDV,68370962,01-09-2017,Blijham,16
9697NS,3,1,296586171,BSO,68370962,01-09-2017,Blijham,18
4907DP,3,2,180095110,BSO,41104988,22-02-2018,Oosterhout,30
4907DP,3,2,196792721,KDV,41104988,22-02-2018,Oosterhout,24
4907DP,3,2,216547295,KDV,41105843,04-12-2012,Oosterhout,16
6132CD,3,1,180143979,KDV,14066305,27-03-2014,Sittard,16
6132CD,3,1,593133870,KDV,14066305,01-01-2010,Sittard,64
6132CD,3,1,789534319,BSO,14066305,01-01-2010,Sittard,140
1325SX,3,2,180377851,KDV,60901934,14-03-2014,Almere,22
1325SX,3,2,519026639,KDV,72911441,03-06-2019,Almere,30
1325SX,3,2,833262312,BSO,72911441,17-08-2020,Almere,11
1679GJ,3,1,180418683,KDV,37151920,16-11-2011,Midwoud,40
1679GJ,3,1,254795353,BSO,37151920,21-12-2011,Midwoud,65
1679GJ,3,1,965719844,KDV,37151920,06-05-2019,Midwoud,16
7442ZC,3,2,180589568,KDV,41032132,01-04-2016,Nijverdal,16
7442ZC,3,2,203048581,BSO,08106503,01-01-2015,Nijverdal,60
7442ZC,3,2,636012098,KDV,08106503,04-09-2017,Nijverdal,32
6905BH,3,1,180999795,BSO,41208044,03-04-2018,Zevenaar,64
6905BH,3,1,304730440,KDV,41208044,06-02-2023,Zevenaar,16
6905BH,3,1,337279780,VGO,,14-12-2016,Zevenaar,6
2616LL,3,2,181062045,BSO,27250139,24-05-2011,Delft,30
2616LL,3,2,260500963,BSO,27332422,15-12-2010,Delft,60
2616LL,3,2,741875470,KDV,27332422,08-03-2019,Delft,14
5913CZ,3,1,182242195,KDV,41062125,15-08-2015,Venlo,16
5913CZ,3,1,226300080,BSO,41062125,15-08-2015,Venlo,20
5913CZ,3,1,298552425,BSO,41062125,31-10-2022,Venlo,25
6006SW,3,3,183684795,BSO,63558033,04-08-2015,Weert,33
6006SW,3,3,241301579,KDV,12045457,02-02-2017,Weert,14
6006SW,3,3,246621679,KDV,60391871,20-08-2018,Weert,15
5694TG,3,2,183704381,KDV,66547539,01-01-2015,Son en Breugel,32
5694TG,3,2,228917621,BSO,17125104,05-01-2015,Son en Breugel,68
5694TG,3,2,248178155,KDV,17125104,04-01-2016,Son en Breugel,16
2631GA,3,3,183790492,BSO,27332422,07-05-2024,Nootdorp,33
2631GA,3,3,248475423,KDV,41154302,02-07-2020,Nootdorp,32
2631GA,3,3,334090714,BSO,41146828,02-07-2020,Nootdorp,35
9431MK,3,2,183959735,BSO,65486757,24-06-2015,Westerbork,55
9431MK,3,2,258821334,KDV,65486757,20-07-2016,Westerbork,46
9431MK,3,2,979307995,KDV,64509907,06-09-2023,Westerbork,16
4206ZM,3,1,184903920,BSO,41118503,04-03-2019,Gorinchem,50
4206ZM,3,1,543209581,KDV,41118503,01-09-2013,Gorinchem,28
4206ZM,3,1,558806880,BSO,41118503,24-11-2014,Gorinchem,30
3118RW,3,2,184919824,KDV,27181700,01-09-2014,Schiedam,56
3118RW,3,2,226286691,BSO,27181700,16-01-2017,Schiedam,33
3118RW,3,2,740731877,KDV,41131621,01-01-2017,Schiedam,16
7772DJ,3,1,185288637,VGO,,12-04-2012,Hardenberg,6
7772DJ,3,1,188964356,VGO,,05-11-2010,Hardenberg,6
7772DJ,3,1,538184802,BSO,72690917,01-01-2010,Hardenberg,47
8091WD,3,1,185299325,VGO,,23-03-2021,Wezep,6
8091WD,3,1,212387716,BSO,41035874,25-09-2012,Wezep,40
8091WD,3,1,337586597,KDV,41035874,01-09-2013,Wezep,16
3818KG,3,2,185301897,BSO,41189982,01-01-2010,Amersfoort,99
3818KG,3,2,596565628,KDV,31048395,01-01-2010,Amersfoort,60
3818KG,3,2,941476054,BSO,31048395,01-01-2010,Amersfoort,86
6844GA,3,2,185377828,KDV,30225440,06-02-2012,Arnhem,48
6844GA,3,2,206766774,BSO,30225440,03-03-2008,Arnhem,56
6844GA,3,2,248881930,KDV,09151688,01-06-2014,Arnhem,32
6041AL,3,1,185522816,VGO,,27-08-2010,Roermond,6
6041AL,3,1,310884676,BSO,67353606,02-01-2010,Roermond,44
6041AL,3,1,930428584,KDV,67353606,02-01-2010,Roermond,64
2341BV,3,2,185811164,KDV,33303797,01-01-2010,Oegstgeest,40
2341BV,3,2,915922289,BSO,51187736,08-03-2011,Oegstgeest,72
2341BV,3,2,998350126,KDV,51187736,08-03-2011,Oegstgeest,112
6361XK,3,1,186242013,GOB,41070244,02-01-2005,Nuth,
6361XK,3,1,293003403,KDV,41070244,23-04-2018,Nuth,45
6361XK,3,1,336688933,BSO,41070244,23-04-2018,Nuth,46
3755VE,3,1,186275602,KDV,41193172,03-11-2014,Eemnes,45
3755VE,3,1,192936839,KDV,41193172,12-08-2025,Eemnes,16
3755VE,3,1,361124284,BSO,41193172,23-07-2015,Eemnes,50
6661TW,3,2,186334126,BSO,09110424,01-08-2010,Elst,180
6661TW,3,2,255282138,BSO,09151688,15-08-2018,Elst,33
6661TW,3,2,759971407,KDV,09151688,02-01-2010,Elst,78
6543KR,3,2,186355828,BSO,41208044,19-09-2016,Nijmegen,28
6543KR,3,2,199599154,KDV,64053288,03-04-2025,Nijmegen,16
6543KR,3,2,237677623,BSO,64053288,03-04-2025,Nijmegen,16
5491LR,3,1,186431387,KDV,50168223,01-01-2010,Sint-Oedenrode,12
5491LR,3,1,314592945,BSO,50168223,01-01-2010,Sint-Oedenrode,20
5491LR,3,1,833703109,BSO,50168223,17-03-2022,Sint-Oedenrode,45
2721GK,3,1,186942667,VGO,,14-07-2010,Zoetermeer,5
2721GK,3,1,195181487,KDV,41166169,10-12-2018,Zoetermeer,13
2721GK,3,1,199536648,KDV,41166169,19-09-2011,Zoetermeer,164
2265WV,3,1,187305560,KDV,27280272,01-08-2012,Leidschendam,16
2265WV,3,1,219521876,BSO,27280272,27-05-2015,Leidschendam,40
2265WV,3,1,718650426,KDV,27280272,01-06-2014,Leidschendam,15
3645EX,3,1,187758256,KDV,30182723,13-02-2020,Vinkeveen,48
3645EX,3,1,283737748,KDV,30182723,21-08-2019,Vinkeveen,16
3645EX,3,1,644321581,BSO,30182723,01-01-2010,Vinkeveen,33
8044PA,3,3,188356526,BSO,75361167,01-09-2023,Zwolle,96
8044PA,3,3,287311156,KDV,05027189,01-01-2026,Zwolle,55
8044PA,3,3,557503395,KDV,08182869,01-08-2023,Zwolle,39
2221SC,3,1,188512639,KDV,41167702,12-12-2023,Katwijk,16
2221SC,3,1,319920045,BSO,41167702,12-12-2023,Katwijk,22
2221SC,3,1,965331532,KDV,41167702,12-12-2023,Katwijk,16
6133WZ,3,1,188562606,BSO,14066305,24-08-2020,Sittard,40
6133WZ,3,1,325952437,VGO,,01-08-2018,Sittard,6
6133WZ,3,1,770000034,KDV,14066305,24-08-2020,Sittard,32
9675AZ,3,1,188739026,VGO,,09-10-2025,Winschoten,6
9675AZ,3,1,292011076,KDV,41014838,16-09-2024,Winschoten,14
9675AZ,3,1,426759631,BSO,41014838,17-08-2020,Winschoten,44
5571EZ,3,1,188746249,VGO,,08-08-2016,Bergeijk,6
5571EZ,3,1,199912774,GOB,17217324,01-01-2010,Bergeijk,
5571EZ,3,1,261710606,VGO,,06-05-2024,Bergeijk,2
9744AP,3,2,188858209,BSO,41012651,01-09-2011,Groningen,60
9744AP,3,2,197214368,KDV,41012651,01-01-2010,Groningen,36
9744AP,3,2,891064941,KDV,80935303,16-02-2011,Groningen,15
3524SB,3,1,189025852,BSO,30182723,01-01-2010,Utrecht,40
3524SB,3,1,195893621,BSO,30182723,01-03-2012,Utrecht,48
3524SB,3,1,513343842,BSO,30182723,15-08-2011,Utrecht,40
3741ZA,3,2,189118477,BSO,67975135,22-08-2016,Baarn,60
3741ZA,3,2,321575490,KDV,67975135,27-11-2017,Baarn,28
3741ZA,3,2,453075010,KDV,30278497,02-01-2002,Baarn,47
1424AM,3,2,189214867,BSO,58148043,01-12-2019,De Kwakel,22
1424AM,3,2,190603513,KDV,34198255,13-08-2015,De Kwakel,14
1424AM,3,2,598299518,KDV,58148043,02-01-2006,De Kwakel,41
3023XG,3,1,189373453,BSO,24379873,01-01-2010,Rotterdam,20
3023XG,3,1,243861990,KDV,24379873,01-01-2010,Rotterdam,54
3023XG,3,1,279911695,BSO,24379873,01-09-2020,Rotterdam,34
3511VV,3,2,189511898,KDV,50087932,01-01-2010,Utrecht,26
3511VV,3,2,189731734,BSO,30182723,21-07-2025,Utrecht,65
3511VV,3,2,200870117,KDV,30182723,01-09-2025,Utrecht,32
9785BG,3,2,189610219,BSO,41015136,23-08-2010,Zuidwolde,40
9785BG,3,2,266447673,BSO,02085992,03-02-2025,Zuidwolde,30
9785BG,3,2,709021951,KDV,02085992,01-02-2025,Zuidwolde,16
3888LL,3,1,189872081,BSO,63396726,01-07-2023,Uddel,30
3888LL,3,1,190394973,KDV,63396726,01-07-2023,Uddel,16
3888LL,3,1,245432486,KDV,63396726,01-07-2023,Uddel,16
1443XA,3,2,189909420,BSO,41235528,09-01-2023,Purmerend,84
1443XA,3,2,243124983,KDV,41234077,09-01-2023,Purmerend,16
1443XA,3,2,322796672,KDV,41235528,09-01-2023,Purmerend,44
9356CZ,3,1,189962252,KDV,41012651,10-01-2022,Tolbert,39
9356CZ,3,1,195505840,KDV,41012651,18-01-2021,Tolbert,31
9356CZ,3,1,234615552,BSO,41012651,10-01-2022,Tolbert,32
1391VT,3,1,190248397,KDV,30222153,01-01-2010,Abcoude,12
1391VT,3,1,515862174,KDV,30222153,01-01-2010,Abcoude,35
1391VT,3,1,890576518,BSO,30222153,16-05-2013,Abcoude,4
1106LP,3,2,190723038,BSO,32136645,22-12-2023,Amsterdam,24
1106LP,3,2,195545849,KDV,34206306,25-08-2014,Amsterdam,16
1106LP,3,2,601339356,KDV,34206306,30-07-2012,Amsterdam,16
3772WP,3,2,190965447,KDV,54991706,15-07-2020,Barneveld,27
3772WP,3,2,220960069,BSO,08208123,11-05-2020,Barneveld,44
3772WP,3,2,247028149,BSO,54991706,15-07-2020,Barneveld,55
1788WH,3,2,191206805,KDV,61223506,03-11-2014,Julianadorp,16
1788WH,3,2,296494112,BSO,61223506,07-09-2017,Julianadorp,17
1788WH,3,2,567647973,KDV,41238909,01-01-2010,Julianadorp,40
4001VV,3,2,191251628,BSO,54767873,16-01-2018,Tiel,20
4001VV,3,2,213121220,KDV,11063333,11-03-2019,Tiel,16
4001VV,3,2,805879638,KDV,54767873,17-01-2018,Tiel,31
1335BL,3,1,191260150,KDV,71137599,21-08-2015,Almere,32
1335BL,3,1,217530448,BSO,71137599,09-03-2018,Almere,52
1335BL,3,1,779069845,KDV,71137599,22-01-2021,Almere,13
5241TE,3,1,191370009,BSO,30225440,18-08-2015,Rosmalen,57
5241TE,3,1,196806409,KDV,30225440,01-10-2017,Rosmalen,72
5241TE,3,1,396994362,KDV,30225440,18-08-2015,Rosmalen,28
5011EC,3,2,191848074,KDV,87448599,01-08-2010,Tilburg,32
5011EC,3,2,261683457,KDV,17125480,01-04-2017,Tilburg,39
5011EC,3,2,683987884,BSO,17125480,01-04-2017,Tilburg,20
1381AT,3,2,192267036,KDV,41193352,13-08-2012,Weesp,16
1381AT,3,2,195080415,BSO,30182723,01-01-2010,Weesp,68
1381AT,3,2,292006640,BSO,30182723,26-08-2023,Weesp,68
4301VA,3,1,192571795,KDV,22049355,01-01-2010,Zierikzee,8
4301VA,3,1,206549027,KDV,22049355,01-01-2010,Zierikzee,32
4301VA,3,1,807542052,BSO,22049355,01-01-2010,Zierikzee,30
8302AK,3,2,192746534,KDV,88832414,17-08-2023,Emmeloord,25
8302AK,3,2,202832247,KDV,41024075,01-01-2005,Emmeloord,110
8302AK,3,2,716692508,BSO,41024075,01-01-2005,Emmeloord,50
3014VG,3,2,192949056,BSO,87967022,01-11-2021,Rotterdam,22
3014VG,3,2,278595716,KDV,87967022,25-10-2021,Rotterdam,47
3014VG,3,2,409108170,KDV,41125508,05-10-2021,Rotterdam,10
6445EM,3,2,193190941,BSO,41208044,08-06-2011,Brunssum,30
6445EM,3,2,561271756,KDV,41070565,27-06-2017,Brunssum,32
6445EM,3,2,678099339,KDV,41208044,16-06-2011,Brunssum,28
5018AJ,3,1,193653667,GOB,87448246,01-01-2010,Tilburg,
5018AJ,3,1,244685794,KDV,87448246,27-02-2020,Tilburg,48
5018AJ,3,1,304084724,BSO,87448246,27-02-2020,Tilburg,44
3723BA,3,2,193760563,BSO,30182723,01-01-2012,Bilthoven,90
3723BA,3,2,231086167,KDV,30182723,01-01-2012,Bilthoven,43
3723BA,3,2,577376809,BSO,92484891,01-06-2025,Bilthoven,29
3223MG,3,1,193932076,BSO,24436293,01-01-2010,Hellevoetsluis,64
3223MG,3,1,219137171,KDV,24436293,01-08-2025,Hellevoetsluis,14
3223MG,3,1,698197458,KDV,24436293,01-01-2010,Hellevoetsluis,94
4507BC,3,1,193975440,KDV,41110279,21-01-2020,Schoondijke,32
4507BC,3,1,258864424,BSO,41110279,19-11-2025,Schoondijke,26
4507BC,3,1,523241914,BSO,41110279,21-01-2020,Schoondijke,30
1336BC,3,2,194072356,KDV,30225440,01-01-2010,Almere,47
1336BC,3,2,214624717,BSO,30225440,01-01-2010,Almere,99
1336BC,3,2,310990026,BSO,92903258,16-09-2024,Almere,33
9301SJ,3,1,194248689,KDV,01130599,01-01-2010,Roden,78
9301SJ,3,1,198092805,KDV,01130599,01-01-2010,Roden,40
9301SJ,3,1,702735115,BSO,01130599,01-01-2010,Roden,33
6231HG,3,1,194712667,KDV,14066305,01-01-2010,Meerssen,56
6231HG,3,1,249939332,KDV,14066305,27-07-2018,Meerssen,16
6231HG,3,1,268375045,BSO,14066305,18-07-2018,Meerssen,108
6852EG,3,1,195052705,KDV,09151688,20-12-2016,Huissen,42
6852EG,3,1,324553699,KDV,09151688,01-01-2024,Huissen,16
6852EG,3,1,821404362,BSO,09151688,01-09-2023,Huissen,106
6941ZN,3,1,195313082,BSO,57468656,26-06-2014,Didam,48
6941ZN,3,1,205611631,KDV,57468656,26-06-2014,Didam,47
6941ZN,3,1,784880098,KDV,57468656,26-06-2014,Didam,48
3581EA,3,2,195643288,BSO,40479813,01-01-2010,Utrecht,24
3581EA,3,2,681472431,KDV,40479813,01-01-2010,Utrecht,14
3581EA,3,2,764903834,KDV,30201813,01-01-2010,Utrecht,24
4003TG,3,3,196222795,BSO,54767873,18-10-2017,Tiel,42
4003TG,3,3,787402898,KDV,11063333,21-12-2020,Tiel,16
4003TG,3,3,815625777,GOB,68260202,01-01-2010,Tiel,
9744DZ,3,2,196491095,KDV,02071716,01-01-2010,Groningen,32
9744DZ,3,2,260350576,BSO,41012651,21-12-2023,Groningen,12
9744DZ,3,2,963655048,BSO,02071716,01-01-2010,Groningen,20
3341GG,3,2,196900244,BSO,41120692,28-02-2020,Hendrik-Ido-Ambacht,72
3341GG,3,2,269600905,KDV,41119006,16-08-2016,Hendrik-Ido-Ambacht,16
3341GG,3,2,302041114,BSO,41119006,16-08-2016,Hendrik-Ido-Ambacht,55
5658LA,3,2,197039996,BSO,17125104,01-01-2010,Eindhoven,160
5658LA,3,2,234709728,KDV,17125104,24-07-2019,Eindhoven,15
5658LA,3,2,338757065,BSO,69240426,01-08-2025,Eindhoven,63
3233TV,3,1,197777776,BSO,41208044,02-09-2019,Oostvoorne,55
3233TV,3,1,260006075,KDV,41208044,01-04-2023,Oostvoorne,28
3233TV,3,1,317498459,KDV,41208044,02-09-2019,Oostvoorne,16
3903WK,3,2,197878118,BSO,30178179,29-10-2018,Veenendaal,77
3903WK,3,2,388830554,BSO,30182723,01-01-2010,Veenendaal,34
3903WK,3,2,924685050,KDV,30178179,29-10-2018,Veenendaal,16
8091TT,3,1,197886462,KDV,41035874,11-01-2021,Wezep,16
8091TT,3,1,237027768,KDV,41035874,20-10-2020,Wezep,29
8091TT,3,1,243890230,BSO,41035874,15-01-2021,Wezep,64
9715NR,3,2,198151226,KDV,80935303,17-02-2011,Groningen,14
9715NR,3,2,199892246,BSO,41012651,01-01-2010,Groningen,48
9715NR,3,2,726019720,KDV,41012651,01-01-2010,Groningen,35
1018RL,3,3,198544947,KDV,34359395,30-07-2012,Amsterdam,16
1018RL,3,3,285814564,BSO,34302901,17-08-2020,Amsterdam,56
1018RL,3,3,767442362,KDV,34276067,01-01-2010,Amsterdam,70
7414EA,3,2,198603794,BSO,96867620,27-02-2017,Deventer,20
7414EA,3,2,207612882,KDV,64967565,11-09-2023,Deventer,31
7414EA,3,2,993760284,KDV,96867620,27-02-2017,Deventer,16
2285XM,3,1,198663602,KDV,41156673,01-01-2005,Rijswijk,48
2285XM,3,1,236637459,KDV,41156673,21-08-2023,Rijswijk,16
2285XM,3,1,239289973,BSO,41156673,21-08-2023,Rijswijk,20
3045PM,3,2,199505251,BSO,24368771,01-01-2010,Rotterdam,99
3045PM,3,2,207657944,KDV,56474113,01-01-2010,Rotterdam,96
3045PM,3,2,223357583,KDV,24368771,01-01-2010,Rotterdam,96
1183KK,3,2,199721622,BSO,41202080,01-01-2010,Amstelveen,22
1183KK,3,2,337556155,BSO,50206087,01-08-2021,Amstelveen,64
1183KK,3,2,340318132,KDV,41202080,01-01-2010,Amstelveen,28
7683SR,3,1,200004050,VGO,,13-11-2018,Den Ham,6
7683SR,3,1,214580180,BSO,89766024,01-01-2021,Den Ham,21
7683SR,3,1,969058202,KDV,89766024,01-01-2021,Den Ham,43
8801ER,3,1,200129491,KDV,41002574,21-11-2011,Franeker,64
8801ER,3,1,244744889,KDV,41002574,04-04-2022,Franeker,14
8801ER,3,1,347690981,BSO,41002574,21-11-2011,Franeker,44
9822AZ,3,1,200166517,VGO,,12-08-2010,Niekerk,6
9822AZ,3,1,314382896,BSO,01162627,12-02-2018,Niekerk,5
9822AZ,3,1,845800668,KDV,01162627,12-02-2018,Niekerk,8
4906BA,3,1,200358959,BSO,41104988,30-09-2010,Oosterhout,30
4906BA,3,1,273401592,KDV,41104988,30-09-2010,Oosterhout,46
4906BA,3,1,998001211,GOB,41104988,01-01-2010,Oosterhout,
7826EP,3,2,200768736,KDV,90840186,01-03-2018,Emmen,13
7826EP,3,2,303657182,KDV,74097180,21-03-2023,Emmen,16
7826EP,3,2,602312929,BSO,74097180,21-03-2023,Emmen,14
6971CN,3,1,200869978,KDV,58040846,25-10-2021,Brummen,16
6971CN,3,1,249496720,KDV,58040846,01-01-2005,Brummen,48
6971CN,3,1,287889014,BSO,58040846,01-01-2014,Brummen,60
9362RA,3,2,200918242,KDV,83246746,01-10-2022,Boerakker,8
9362RA,3,2,295449858,KDV,02055775,16-07-2013,Boerakker,14
9362RA,3,2,605540196,BSO,83246746,01-10-2022,Boerakker,8
3842GL,3,2,201082536,BSO,53110226,01-01-2010,Harderwijk,66
3842GL,3,2,662937004,KDV,41035117,07-12-2020,Harderwijk,16
3842GL,3,2,800234789,KDV,53110226,01-01-2010,Harderwijk,96
8731CD,3,2,201304697,BSO,01106502,29-08-2018,Wommels,30
8731CD,3,2,232204688,KDV,01106502,29-08-2018,Wommels,16
8731CD,3,2,867965174,KDV,80935303,07-01-2010,Wommels,16
3342TW,3,1,202283471,BSO,41119006,01-02-2016,Hendrik-Ido-Ambacht,59
3342TW,3,1,385566694,KDV,41119006,01-02-2016,Hendrik-Ido-Ambacht,45
3342TW,3,1,461248591,VGO,,04-10-2010,Hendrik-Ido-Ambacht,6
1991LB,3,2,202422148,BSO,34359114,12-08-2014,Velserbroek,33
1991LB,3,2,857830752,KDV,34359114,12-08-2014,Velserbroek,32
1991LB,3,2,906335942,BSO,69078920,06-07-2020,Velserbroek,44
6531PA,3,2,202842423,BSO,41208044,28-04-2011,Nijmegen,112
6531PA,3,2,814413286,BSO,09166969,01-01-2008,Nijmegen,60
6531PA,3,2,987624015,KDV,09166969,18-07-2016,Nijmegen,32
8932DG,3,1,202918944,BSO,41002574,08-09-2017,Leeuwarden,15
8932DG,3,1,692039971,BSO,41002574,31-05-2012,Leeuwarden,20
8932DG,3,1,830519324,KDV,41002574,31-05-2012,Leeuwarden,14
8111PK,3,1,203100748,KDV,41244914,01-01-2010,Heeten,56
8111PK,3,1,238195764,BSO,41244914,01-09-2024,Heeten,36
8111PK,3,1,581130996,BSO,41244914,01-01-2010,Heeten,40
1775AX,3,2,203141027,KDV,37152175,10-02-2014,Middenmeer,16
1775AX,3,2,204622025,KDV,60901934,01-09-2019,Middenmeer,12
1775AX,3,2,854203199,BSO,60901934,01-01-2010,Middenmeer,52
9722BX,3,1,203338534,BSO,92122345,01-01-2010,Groningen,80
9722BX,3,1,207443014,KDV,92122345,01-01-2010,Groningen,32
9722BX,3,1,402925105,KDV,92122345,01-01-2010,Groningen,32
2215SZ,3,1,203371525,KDV,60901934,01-01-2010,Voorhout,72
2215SZ,3,1,561425310,BSO,60901934,05-08-2014,Voorhout,34
2215SZ,3,1,648022365,BSO,60901934,18-12-2013,Voorhout,60
9104DX,3,1,203698290,BSO,65971213,29-07-2013,Damwâld,17
9104DX,3,1,521735099,KDV,65971213,29-07-2013,Damwâld,47
9104DX,3,1,976142533,BSO,65971213,01-07-2024,Damwâld,32
1486MG,3,1,204022605,KDV,41238436,15-11-2024,West-Graftdijk,16
1486MG,3,1,306706830,KDV,41238436,26-08-2019,West-Graftdijk,16
1486MG,3,1,919705546,BSO,41238436,15-11-2024,West-Graftdijk,10
1151BA,3,1,204907081,KDV,41235694,20-08-2007,Broek in Waterland,46
1151BA,3,1,230437540,KDV,41235694,01-09-2023,Broek in Waterland,16
1151BA,3,1,615272794,BSO,41235694,20-08-2007,Broek in Waterland,60
