kvk_number,company_name,registration_date,insolvency_date,days_to_insolvency,sbi_codes,postcode,address,city,insolventienummer
08116792,Just Licensing B.V.,2025-09-06,2025-09-24,18,77400,1017EK,Keizersgracht 520,Amsterdam,F.16/25/463
85329452,GM Construct B.V.,2025-09-06,2025-09-24,18,71120,1322AC,Televisieweg 4,Almere,F.18/25/276
20107818,Access Innovations B.V.,2025-09-06,2025-09-24,18,61100,5301LX,Heksekamp 7,Zaltbommel,F.02/25/279
90353714,BM Logistiek B.V.,2025-09-06,2025-09-24,18,53202,1447ZC,Andrej Sacharovstraat 11,Purmerend,F.15/25/245
89475798,Ramos Ferreira Nederland B.V.,2025-09-06,2025-09-24,18,43221,1069CD,Keurenplein 41,Amsterdam,F.15/25/247
04041222,MANUFEM B.V.,2025-09-06,2025-09-24,18,28960,7825VG,Cornelis Houtmanstraat 42,Emmen,F.18/25/273
50299751,Li Moon B.V.,2025-09-06,2025-09-24,18,"70201,73110,78202",7931TT,Fluitenbergseweg-Oost 10,Fluitenberg,F.15/25/246
67343481,Smarter Nozzle Europe B.V.,2025-09-06,2025-09-24,18,"26700,27900,72100,73120",5804AB,Maasheseweg 85,Venray,F.03/25/243
73345792,Smarter Nozzle Productie B.V.,2025-09-06,2025-09-24,18,72100,5804AB,Maasheseweg 85,Venray,F.03/25/244
30227357,Language Partners Nederland B.V.,2025-09-06,2025-09-24,18,"62100,85591,85599",1103AD,Daalwijkdreef 47,Amsterdam,F.13/25/387
68064985,Ubcro Sport & Health Center B.V.,2025-09-06,2025-09-25,19,93130,7102AM,Europark 22,Winterswijk,F.05/25/364
85329452,GM Construct B.V.,2025-09-06,2025-09-25,19,71120,1322AC,Televisieweg 4,Almere,F.16/25/472
95047964,Floor Ventures B.V.,2025-09-06,2025-09-25,19,"64210,70202",7942ND,Boekbinder 3,Meppel,F.16/25/469
89214102,Hovo Transport B.V.,2025-09-06,2025-09-25,19,49410,6601ZC,Homberg 2228,Wijchen,F.05/25/363
20107818,Access Innovations B.V.,2025-09-06,2025-09-25,19,61100,5301LX,Heksekamp 7,Zaltbommel,F.05/25/362
71064249,Flex Europe Holding B.V.,2025-09-06,2025-09-25,19,64310,3045RD,Frobenstraat 25,Rotterdam,F.16/25/471
33181636,Fontainebleau Vastgoed B.V.,2025-09-06,2025-09-25,19,68203,3506GJ,Postbus 9396,Utrecht,F.13/25/391
90517377,Beste Advies B.V.,2025-09-06,2025-09-25,19,"78100,82990",5632CW,Weegschaalstraat 3,Eindhoven,F.08/25/250
82034850,Magazijnmontage.nl B.V.,2025-09-06,2025-09-26,20,41000,5632CW,Weegschaalstraat 3,Eindhoven,F.01/25/258
33181636,Fontainebleau Vastgoed B.V.,2025-09-06,2025-09-26,20,68203,3506GJ,Postbus 9396,Utrecht,F.16/25/470
73576174,Van der Pluijm Holding B.V.,2025-09-06,2025-09-29,23,64210,5973RK,Hoogheide 4,Lottum,F.03/25/250
73580384,Van der Pluijm Beheer B.V.,2025-09-06,2025-09-29,23,68320,5973RK,Hoogheide 4,Lottum,F.03/25/249
96329521,Bouwproffs Groep B.V.,2025-09-06,2025-09-30,24,78100,8912AW,Edisonstraat 16,Leeuwarden,F.18/25/277
55921000,triple20 B.V.,2025-09-06,2025-10-01,25,"46110,70201,71120",6708WH,Bronland 12,Wageningen,F.05/25/368
95900322,LOUAY Software Netherlands B.V.,2025-09-06,2025-10-01,25,"47120,62100",5101BB,Kerkstraat 41,Dongen,F.02/25/281
77924967,Smokey Burger B.V.,2025-09-06,2025-10-01,25,56112,1025EZ,Buikslotermeerplein 140,Amsterdam,F.13/25/392
94876002,TKitchen Eindhoven B.V.,2025-09-06,2025-10-01,25,56112,5463HL,De Scheifelaar 1,Veghel,F.01/25/259
18034323,AG Textiles B.V.,2025-09-06,2025-10-01,25,13920,5026RJ,Jan Frederik Vlekkeweg 4,Tilburg,F.02/25/284
08032446,Maarse Drukwerk B.V.,2025-09-06,2025-10-01,25,18121,7151HT,Kiefteweg 12,Eibergen,F.05/25/367
67850561,Compleet Duurzaam B.V.,2025-09-06,2025-10-01,25,"35123,43221,70201",1689ZX,Jelle Zijlstraweg 45,Zwaag,F.15/25/253
54654890,Pelders Tweewielers,2025-09-06,2025-10-01,25,47631,5151BL,Grotestraat 231,Drunen,F.01/25/262
87264382,Sparkling People B.V.,2025-09-06,2025-10-01,25,78100,1817MS,Comeniusstraat 5,Alkmaar,F.15/25/250
30191562,Interzorg Regulier B.V.,2025-09-06,2025-10-01,25,86942,3401MN,Boerhaaveweg 23,IJsselstein,F.16/25/478
75053756,Alfadent B.V.,2025-09-06,2025-10-01,25,86230,5212NG,van Noremborghstraat 90,'s-Hertogenbosch,F.01/25/260
86126997,Palace of Curlz B.V.,2025-09-06,2025-10-01,25,96210,3555BV,Wethouder D.M. Plompstraat 50,Utrecht,F.16/25/477
37094306,Beers Winkel B.V.,2025-09-06,2025-10-01,25,"49410,50401",1731LX,Scheidersweg 2,Winkel,F.15/25/255
24214398,Vlaardingse Taxicentrale B.V.,2025-09-06,2025-10-01,25,"49330,53202,78202",3133EB,Energieweg 1,Vlaardingen,F.10/25/372
62143972,Floor Concept B.V.,2025-09-06,2025-10-01,25,"43330,46472",8263AK,Ambachtsstraat 28,Kampen,F.08/25/252
88577937,Smeulen Exclusive B.V.,2025-09-06,2025-10-01,25,"46720,47810",4879AN,Mon Plaisir 22,Etten-Leur,F.02/25/286
87196107,FON Bouw en Groen B.V.,2025-09-06,2025-10-01,25,"41000,55400,56112,81301",1316AA,Markerkant 10 9,Almere,F.16/25/488
83521755,Agrar Systems B.V.,2025-09-06,2025-10-01,25,33123,8304BA,Traktieweg 18,Emmeloord,F.16/25/484
78559391,Antlio B.V.,2025-09-06,2025-10-01,25,"46180,46499",1871VH,Middenweijdt 9,Schoorl,F.15/25/254
75355817,Startblock B.V.,2025-09-06,2025-10-01,25,16230,8304AC,Industrieweg 41,Emmeloord,F.16/25/485
94896747,De Graaf Living Concepts B.V.,2025-09-06,2025-10-01,25,"70201,71112",5595GG,Veestraat 10,Leende,F.01/25/261
93186754,Caffé Combo B.V.,2025-09-06,2025-10-01,25,56112,1075XN,Amstelveenseweg 156,Amsterdam,F.13/25/393
37080143,Natucos B.V.,2025-09-06,2025-10-01,25,"20420,46450",1901RS,Castricummer Werf 132,Castricum,F.15/25/256
30141609,Wordworkers B.V.,2025-09-06,2025-10-01,25,74300,3531WP,Niasstraat 6,Utrecht,F.16/25/481
91118832,Bissniss B.V.,2025-09-06,2025-10-01,25,"70202,82200",3454PZ,Leidse Rijn 15,De Meern,F.16/25/482
71287272,Central Scooters B.V.,2025-09-06,2025-10-01,25,"47830,64910",4905BK,Vaartweg 11,Oosterhout,F.02/25/283
53416155,Pro Connect Personeelsdiensten B.V.,2025-09-06,2025-10-01,25,78100,2272HX,Populierendreef 990,Voorburg,F.09/25/328
94766401,LOUAY Staffing Netherlands B.V.,2025-09-06,2025-10-01,25,"78100,78201",5101BB,Kerkstraat 41,Dongen,F.02/25/282
56499086,L Zorg B.V.,2025-09-06,2025-10-01,25,"86942,88992",3824LB,Forel 8,Amersfoort,F.16/25/489
91417104,Centraal Geregeld B.V.,2025-09-06,2025-10-01,25,82200,3454PZ,Leidse Rijn 15,De Meern,F.16/25/483
34221035,RS Metaal Hoofddorp B.V.,2025-09-06,2025-10-01,25,25110,2131AE,Starnmeerstraat 8,Hoofddorp,F.15/25/251
80333931,Aico B.V.,2025-09-06,2025-10-01,25,43222,6181MK,Aronskelk 166,Elsloo,F.03/25/251
90690850,Road Transport Solutions Europe B.V.,2025-09-06,2025-10-01,25,"52210,52250,52310",2652DJ,Parkstraat 27,Berkel en Rodenrijs,F.10/25/366
73524875,Stichting 24 Reset,2025-09-06,2025-10-01,25,"87992,88103",6372NK,Mijnlamp 45,Landgraaf,F.03/25/253
23091110,Verolme Materieel B.V.,2025-09-06,2025-10-01,25,49410,3244ZG,Postbus 1,Nieuwe-Tonge,F.10/25/371
58780173,Elevate B.V.,2025-09-06,2025-10-01,25,85591,3521AL,Jaarbeursplein 6,Utrecht,F.16/25/480
23038698,Verolme Transport Nieuwe Tonge B.V.,2025-09-06,2025-10-01,25,49410,3241LK,Oosthavendijk 48,Middelharnis,F.10/25/370
75012847,VJW Facility Services B.V.,2025-09-06,2025-10-01,25,81100,2992LC,Bijdorp-West 60,Barendrecht,F.10/25/368
90624378,DECO Vloeren B.V.,2025-09-06,2025-10-01,25,"43330,47810",6135KH,Industriestraat 10,Sittard,F.03/25/252
30210847,Powerfull Kunststoffen B.V.,2025-09-06,2025-10-01,25,"22260,46838",3565BA,Ontariodreef 5,Utrecht,F.16/25/479
30192889,IXL Netherlands B.V.,2025-09-06,2025-10-01,25,"28930,72100",1055RD,Willem de Zwijgerlaan 350,Amsterdam,F.16/25/487
68697694,Leave Your Luggage B.V.,2025-09-06,2025-10-01,25,52230,1033NW,Disketteweg 14,Amsterdam,F.15/25/252
29034002,Goos Reclamemakers B.V.,2025-09-06,2025-10-01,25,"18129,73110",3065HJ,Jacques Dutilhweg 400,Rotterdam,F.09/25/332
70000360,PPS-Infra B.V.,2025-09-06,2025-10-01,25,70201,3991CT,Zeilschip 1,Houten,F.05/25/369
93632754,Zwarte Diamant B.V.,2025-09-06,2025-10-01,25,20149,5654ED,van Beethovenlaan 80,Eindhoven,F.02/25/280
77391500,i-did holding B.V.,2025-09-06,2025-10-01,25,64210,2525KD,Televisiestraat 2,'s-Gravenhage,F.16/25/490
94207089,Cox Horeca Joya B.V.,2025-09-06,2025-10-01,25,56112,3072MD,Otto Reuchlinweg 1002,Rotterdam,F.03/25/256
83357629,Beeorganic B.V.,2025-09-06,2025-10-01,25,46311,4811BA,Stationsplein 1,Breda,F.09/25/330
81389256,New Power Benelux B.V.,2025-09-06,2025-10-01,25,46180,1213NT,Olympia 2,Hilversum,F.13/25/394
90860144,Weijman Electric Solutions B.V.,2025-09-06,2025-10-01,25,"43212,85591",8255KK,Duifkruid 5,Swifterbant,F.16/25/486
77018834,CER Group B.V.,2025-09-06,2025-10-01,25,"18123,73110",3332XA,Gerbrandyplein 3,Zwijndrecht,F.10/25/369
62857851,IST Holding B.V.,2025-09-06,2025-10-01,25,64210,5913AE,Kaldenkerkerweg 20,Venlo,F.03/25/255
93632754,Zwarte Diamant B.V.,2025-09-06,2025-10-02,26,20149,5654ED,van Beethovenlaan 80,Eindhoven,F.01/25/263
30192889,IXL Netherlands B.V.,2025-09-06,2025-10-02,26,"28930,72100",1055RD,Willem de Zwijgerlaan 350,Amsterdam,F.13/25/396
69136580,Dempa Exploitatiemaatschappij B.V.,2025-09-06,2025-10-02,26,"47810,64210,95311",7606GB,Gerard Doustraat 8,Almelo,F.08/25/257
70000360,PPS-Infra B.V.,2025-09-06,2025-10-02,26,70201,3991CT,Zeilschip 1,Houten,F.16/25/491
93766076,Nijkamp Bouw B.V.,2025-09-06,2025-10-02,26,"43110,43320,43990",7671CW,Westeinde 620,Vriezenveen,F.08/25/253
55729606,AV10 LED-Displays & Projecten B.V.,2025-09-06,2025-10-02,26,46473,7521BE,Rigtersbleek-Zandvoort 10,Enschede,F.08/25/256
89579860,Able B.V.,2025-09-06,2025-10-02,26,85591,7512CH,Kuipersdijk 6,Enschede,F.08/25/254
77391500,i-did holding B.V.,2025-09-06,2025-10-02,26,64210,2525KD,Televisiestraat 2,'s-Gravenhage,F.09/25/333
68697694,Leave Your Luggage B.V.,2025-09-06,2025-10-02,26,52230,1033NW,Disketteweg 14,Amsterdam,F.13/25/395
94207089,Cox Horeca Joya B.V.,2025-09-06,2025-10-02,26,56112,3072MD,Otto Reuchlinweg 1002,Rotterdam,F.10/25/373
29034002,Goos Reclamemakers B.V.,2025-09-06,2025-10-02,26,"18129,73110",3065HJ,Jacques Dutilhweg 400,Rotterdam,F.10/25/374
77813979,André & Tessa van Rijn V.O.F.,2025-09-06,2025-10-03,27,56111,6515AE,Griftdijk 201,Nijmegen,F.05/25/370
05011334,Technisch Bureau W.A.M. Elferink B.V.,2025-09-06,2025-10-03,27,"43212,43221,47403",8013PS,Edisonstraat 12,Zwolle,F.08/25/258
88025616,Tapas Serrano B.V.,2025-09-06,2025-10-03,27,56111,1945WM,Frank Sinatraplein 85,Beverwijk,F.15/25/258
05033492,Holding W. Elferink B.V.,2025-09-06,2025-10-03,27,64210,8013PS,Edisonstraat 12,Zwolle,F.08/25/259
77075218,Slimair B.V.,2025-09-06,2025-10-03,27,43222,8071CS,Industrieweg 71,Nunspeet,F.15/25/259
54163676,RHM Buitensport B.V.,2025-09-06,2025-10-03,27,93193,2270AA,Postbus 48,Voorburg,F.09/25/331
83357629,Beeorganic B.V.,2025-09-06,2025-10-03,27,46311,4811BA,Stationsplein 1,Breda,F.02/25/287
77075218,Slimair B.V.,2025-09-06,2025-10-06,30,43222,8071CS,Industrieweg 71,Nunspeet,F.05/25/371
63758644,Solar Freezer B.V.,2025-09-06,2025-10-06,30,"35122,43211,62200",7554TS,Opaalstraat 22,Hengelo,F.08/25/260
34154741,Schneider B.V.,2025-09-06,2025-10-06,30,"01192,49410",4285WZ,Almkerkseweg 4,Woudrichem,S.10/25/12
34154741,Schneider B.V.,2025-09-06,2025-10-07,31,"01192,49410",4285WZ,Almkerkseweg 4,Woudrichem,S.02/25/10
74626469,De Slaapzuster B.V.,2025-09-06,2025-10-07,31,86942,6001GJ,Beekstraat 54,Weert,F.03/25/259
87562987,Slaapzuster Holding B.V.,2025-09-06,2025-10-07,31,64210,6031WK,Ribesstraat 31,Nederweert,F.03/25/258
88106306,Thuiszorg Weerterland B.V.,2025-09-06,2025-10-07,31,86942,6001GJ,Beekstraat 54,Weert,F.03/25/257
01144549,Nadrukkelijk! B.V.,2025-09-06,2025-10-08,32,"18129,18140",9403AP,A.H.G. Fokkerstraat 18,Assen,F.18/25/282
85320285,Isential B.V.,2025-09-06,2025-10-08,32,"62200,62900,78202,85591,85599,85690",8012EG,Assendorperdijk 1,Zwolle,F.08/25/261
84092106,Noorza Logistics B.V.,2025-09-06,2025-10-08,32,"49410,52250,53202",3436XG,Landauerdrift 32,Nieuwegein,F.16/25/494
73891142,MakoNet B.V.,2025-09-06,2025-10-08,32,"42110,42220,43120",2312AA,Morsweg 21,Leiden,F.09/25/335
76502899,Sliced B.V.,2025-09-06,2025-10-08,32,"56210,56300,70201",2514LJ,Frederikstraat 983,'s-Gravenhage,F.09/25/338
85795917,Businessbay Investment B.V.,2025-09-06,2025-10-08,32,"68202,68203,68310,68320",1033NW,Disketteweg 14,Amsterdam,F.13/25/399
69002797,Just Drive I B.V.,2025-09-06,2025-10-08,32,70102,,19 Mayis Mah. AkelSk. Ismail Nadi i,Turkije,F.15/25/261
86679619,Van Baan Naar Baan B.V.,2025-09-06,2025-10-08,32,78100,1171VC,Sloterweg 303,Badhoevedorp,F.15/25/267
74447262,Hof oud Strijbeek B.V.,2025-09-06,2025-10-08,32,56111,5032RH,Regge 10,Tilburg,F.02/25/290
04028596,Jager Holland B.V.,2025-09-06,2025-10-08,32,"46220,46311,46312",7825GA,Maxwellstraat 25,Emmen,F.18/25/280
82961689,Everybody GROEP holding B.V.,2025-09-06,2025-10-08,32,70102,1171VC,Sloterweg 303,Badhoevedorp,F.15/25/265
92937934,Meat & Fish aan de Haven B.V.,2025-09-06,2025-10-08,32,56111,1431GX,Herenweg 100,Aalsmeer,F.13/25/400
70083088,Nagtegaal Vlees B.V.,2025-09-06,2025-10-08,32,"46321,78202",2587XD,Maastrichtsestraat 99,'s-Gravenhage,F.09/25/336
83116915,BHN Horeca B.V.,2025-09-06,2025-10-08,32,"33123,33200,46649",1422DZ,Ondernemingsweg 56,Uithoorn,F.13/25/398
04027444,W.T.G. Logistics B.V.,2025-09-06,2025-10-08,32,49410,7825GA,Maxwellstraat 25,Emmen,F.18/25/281
63538296,Rechtstreex B.V.,2025-09-06,2025-10-08,32,"01610,52109,74990",3029BP,Keilestraat 9,Rotterdam,F.10/25/376
69893225,WeDoDigital beheer B.V.,2025-09-06,2025-10-08,32,64210,2201CX,Keyserswey 101,Noordwijk,F.09/25/334
76334155,SVS Zorg B.V.,2025-09-06,2025-10-08,32,"86942,88101",2572XB,Hertzogstraat 106,'s-Gravenhage,F.09/25/339
66480981,Simons Bouwgroep B.V.,2025-09-06,2025-10-08,32,41000,4538BR,Patentweg 12,Terneuzen,F.02/25/288
71836780,Eco Zorg B.V.,2025-09-06,2025-10-08,32,"78202,86942,88991",6662NE,Industrieweg Oost 9,Elst,F.16/25/496
92314538,Argon Constructies Weert B.V.,2025-09-06,2025-10-08,32,"25110,46823",6006SR,Lozerweg 36,Weert,F.03/25/263
36043118,Arbo Dienst Medi-Ma B.V.,2025-09-06,2025-10-08,32,86991,1171VC,Sloterweg 303,Badhoevedorp,F.15/25/266
82964629,Everybody GROEP verhuur B.V.,2025-09-06,2025-10-08,32,68310,1171VC,Sloterweg 303,Badhoevedorp,F.15/25/263
78490731,The Study Group B.V.,2025-09-06,2025-10-08,32,"59111,74120,82990",1972CG,Van Speijkstraat 24,IJmuiden,F.13/25/401
72972440,Van der Gun Schilderwerken B.V.,2025-09-06,2025-10-08,32,"43340,46832",4131NG,Hoogewaard 2,Vianen,F.16/25/492
17166280,Omega Installatie Techniek B.V.,2025-09-06,2025-10-08,32,"43212,43221,43222,78202,80090",5482VS,Nieuwe Eerdsebaan 6,Schijndel,F.01/25/265
64310817,Supersky Studio B.V.,2025-09-06,2025-10-08,32,"62900,70202",5613CP,Gasfabriek 10,Eindhoven,F.01/25/266
17042506,Primeur Mode B.V.,2025-09-06,2025-10-08,32,47712,5691AC,Nieuwstraat 18,Son en Breugel,F.01/25/264
34215647,Restotruck A4 B.V.,2025-09-06,2025-10-08,32,56111,2132MA,Rijksweg A4 1,Hoofddorp,F.15/25/262
84373393,Scalestate West B.V.,2025-09-06,2025-10-08,32,64210,3331LL,Stationsplein 4,Zwijndrecht,F.10/25/375
75292769,GDBO B.V.,2025-09-06,2025-10-08,32,41000,6621KE,Maasdijk 1,Dreumel,F.05/25/374
71023526,Huisartsen Schiphol B.V.,2025-09-06,2025-10-08,32,"70201,70202",1171VC,Sloterweg 303,Badhoevedorp,F.15/25/264
57817332,Lukida B.V.,2025-09-06,2025-10-08,32,78100,1055KA,Krelis Louwenstraat 1,Amsterdam,F.13/25/404
67345107,Buzzzer B.V.,2025-09-06,2025-10-08,32,"43120,46340,46390,46499",7556BV,Hassinkweg 3,Hengelo,F.02/25/289
58221727,Myosotis ICT B.V.,2025-09-06,2025-10-08,32,"62100,62900,78202,85591",1521NJ,Produktieweg 119,Wormerveer,F.13/25/402
92412629,Pro TRM B.V.,2025-09-06,2025-10-08,32,"43500,52210,78202",4004JP,Morsestraat 16,Tiel,F.10/25/379
72299940,VR Arcade Delfgauw B.V.,2025-09-06,2025-10-08,32,93299,2645BT,Rijksstraatweg 43,Delfgauw,F.13/25/403
80890326,By-Zorgaanhuis B.V.,2025-09-06,2025-10-08,32,86942,2982CK,Jasmijnstraat 39,Ridderkerk,F.10/25/378
88569721,Pro SKS B.V.,2025-09-06,2025-10-08,32,"41000,43212,43310,43340,46432,78202",1505AN,Coniferenstraat 1,Zaandam,F.15/25/260
13020514,Voncken Transporten B.V.,2025-09-06,2025-10-08,32,"46835,49410",6114BZ,Rafaëlweg 2,Susteren,F.03/25/261
64563065,Landgoed Exploitatie B.V.,2025-09-06,2025-10-08,32,55101,6372VG,Overstehofweg 14,Landgraaf,F.03/25/265
13042783,WEngage B.V.,2025-09-06,2025-10-08,32,"78202,82100,82200",5611ZT,Kennedyplein 222,Eindhoven,F.03/25/260
86476505,EHD Business Sales B.V.,2025-09-06,2025-10-09,33,47810,3851SE,Lokhorstweg 28,Ermelo,F.16/25/495
66340500,Clinique Dr. Don Hengelo B.V.,2025-09-06,2025-10-09,33,"86221,96220",7556BN,Demmersweg 136,Hengelo,F.08/25/263
08135548,Braker Spuittechniek B.V.,2025-09-06,2025-10-09,33,46649,7554NT,Aquamarijnstraat 106,Hengelo,F.08/25/264
67345107,Buzzzer B.V.,2025-09-06,2025-10-09,33,"43120,46340,46390,46499",7556BV,Hassinkweg 3,Hengelo,F.08/25/262
57817332,Lukida B.V.,2025-09-06,2025-10-09,33,78100,1055KA,Krelis Louwenstraat 1,Amsterdam,F.15/25/268
92412629,Pro TRM B.V.,2025-09-06,2025-10-09,33,"43500,52210,78202",4004JP,Morsestraat 16,Tiel,F.05/25/375
58221727,Myosotis ICT B.V.,2025-09-06,2025-10-09,33,"62100,62900,78202,85591",1521NJ,Produktieweg 119,Wormerveer,F.15/25/269
81389256,New Power Benelux B.V.,2025-09-06,2025-10-10,34,46180,1213NT,Olympia 2,Hilversum,F.16/25/498
22054584,Tieleman Logistics B.V.,2025-09-06,2025-10-10,34,49410,4587LD,Oudeweg 16,Kloosterzande,F.02/25/291
80278078,Slimair Installaties B.V.,2025-09-06,2025-10-10,34,43222,8071CS,Industrieweg 71,Nunspeet,F.15/25/270
32143682,Dvize B.V.,2025-09-06,2025-10-10,34,"46620,46643,74110",1362JW,Mangaanstraat 3,Almere,F.05/25/377
17282675,Bestronics B.V.,2025-09-06,2025-10-10,34,"26110,26120,27900,71120,85591",5503LT,De Run 4545,Veldhoven,S.01/25/8
18020228,B.V. Vormenfabriek Tilburg,2025-09-06,2025-10-10,34,22260,5000AM,Postbus 523,Tilburg,F.02/25/292
80278078,Slimair Installaties B.V.,2025-09-06,2025-10-13,37,43222,8071CS,Industrieweg 71,Nunspeet,F.05/25/376
88486370,Stichting The Sew Crew Foundation,2025-09-06,2025-10-13,37,94997,3534AV,Gietijzerstraat 2,Utrecht,S.16/25/14
34154741,Schneider B.V.,2025-09-06,2025-10-14,38,"01192,49410",4285WZ,Almkerkseweg 4,Woudrichem,F.02/25/293
33174618,Carpet-Land B.V.,2025-09-06,2025-10-14,38,"47525,47530",3565AC,Franciscusdreef 60,Utrecht,S.16/25/13
85089087,V.O.F. Cafetaria-Lunchroom de Haan,2025-09-06,2025-10-15,39,56112,9201GE,Schoolstraat 1,Drachten,F.18/25/287
74521950,STARP AGENCY B.V.,2025-09-06,2025-10-15,39,73300,1056BH,Jan van Galenstraat 53,Amsterdam,F.13/25/405
86625268,Twinkle Star Almere-Stad B.V.,2025-09-06,2025-10-15,39,88910,1311LC,Louis Davidsstraat 33,Almere,F.16/25/502
64063917,IQMotive B.V.,2025-09-06,2025-10-15,39,62100,9781GL,Molenweg 7,Bedum,F.18/25/289
67168329,Dutch Greenhouse Systems B.V.,2025-09-06,2025-10-15,39,"43222,71120",2685VZ,Dr Weitjenslaan 42,Poeldijk,F.09/25/342
87623838,Staff service B.V.,2025-09-06,2025-10-15,39,"78100,78201",1942AV,Zeestraat 110,Beverwijk,F.15/25/271
70930600,Elvy Fashion B.V.,2025-09-06,2025-10-15,39,46425,1175RE,San Franciscostraat 54,Lijnden,F.15/25/273
90545478,Duke Design B.V.,2025-09-06,2025-10-15,39,"73110,73300",1422AG,Anthony Fokkerweg 14,Uithoorn,F.13/25/406
06025198,Versteeg Glas B.V.,2025-09-06,2025-10-15,39,46834,7556BR,Wegtersweg 32,Hengelo,F.08/25/270
76618013,Meet Jack Holding B.V.,2025-09-06,2025-10-15,39,64210,1991AV,Liniepad 50,Velserbroek,F.13/25/415
78731011,Altitude Angel (Netherlands) B.V.,2025-09-06,2025-10-15,39,"47401,62200",2333CW,Bargelaan 200,Leiden,F.13/25/409
83815759,Evil Corp B.V.,2025-09-06,2025-10-15,39,"70102,70201",3641TB,Zwaluw 123,Mijdrecht,F.13/25/407
85041351,SolarDomein B.V.,2025-09-06,2025-10-15,39,"43211,47120",6825MC,Meander 251,Arnhem,F.05/25/378
60512091,Aigostar B.V.,2025-09-06,2025-10-15,39,"46432,46461,46499,47762",3013AK,Stationsplein 45,Rotterdam,F.10/25/386
73402540,Studio Filip – Keukenarchitectuur en interieur B.V.,2025-09-06,2025-10-15,39,47554,2382AP,Hoge Rijndijk 299,Zoeterwoude,F.09/25/341
72299940,VR Arcade Delfgauw B.V.,2025-09-06,2025-10-15,39,93299,2645BT,Rijksstraatweg 43,Delfgauw,F.09/25/346
72659955,Lupos B.V.,2025-09-06,2025-10-15,39,87992,8031MD,Gombertstraat 120,Zwolle,F.08/25/268
08197002,Versteeg Groep B.V.,2025-09-06,2025-10-15,39,64210,7556BR,Wegtersweg 32,Hengelo,F.08/25/269
75269597,Nardis E-commerce B.V.,2025-09-06,2025-10-15,39,47120,7825AG,Henry Hudsonstraat 18,Emmen,F.18/25/284
94851921,Lekker Leven B.V.,2025-09-06,2025-10-15,39,"29202,47810,77120",7821AE,Jules Verneweg 32,Emmen,F.18/25/290
84666196,Lightzone B.V.,2025-09-06,2025-10-15,39,43212,6433DH,Frans Arnoldstraat 31,Hoensbroek,F.03/25/266
32057112,Roan Beheer B.V.,2025-09-06,2025-10-15,39,64210,1504AK,De Weer 78,Zaandam,F.16/25/503
84275014,Influencer DNA B.V.,2025-09-06,2025-10-15,39,63910,7416BV,Metzelaarplein 6,Deventer,F.13/25/408
24179072,"Adcom 2000, Architekten en Ingenieurs B.V.",2025-09-06,2025-10-15,39,"71111,71120",3088HH,Waalhaven Z.z. 2,Rotterdam,F.10/25/381
92307582,JJ-Infra B.V.,2025-09-06,2025-10-15,39,"42210,42220,43120",9571AG,Exloërkijl-Zuid 120,2e Exloërmond,F.18/25/291
17158050,TMPS Technical Support B.V.,2025-09-06,2025-10-15,39,78202,5466RC,Corridor 2,Veghel,F.01/25/269
62454927,A & Y Steel B.V.,2025-09-06,2025-10-15,39,"41000,46841,68120",2544EA,Zichtenburglaan 31,'s-Gravenhage,F.09/25/343
92500994,TWEE K CUIJK B.V.,2025-09-06,2025-10-15,39,"56111,56120,70102",5431LD,Overhage 13,Cuijk,F.01/25/272
09176824,Krist Barleci Beheer B.V.,2025-09-06,2025-10-15,39,64210,7102JL,Tinbergenstraat 16,Winterswijk,F.05/25/380
70059152,Meet Jack B.V.,2025-09-06,2025-10-15,39,46382,1991AV,Liniepad 50,Velserbroek,F.13/25/414
06078937,Versteeg Montage B.V.,2025-09-06,2025-10-15,39,"43350,47526",7556BR,Wegtersweg 32,Hengelo,F.08/25/271
83639810,Suri Uitzendgroep B.V.,2025-09-06,2025-10-15,39,78201,3111BP,Vlaardingerstraat 39,Schiedam,F.10/25/385
73028843,Sanfix Nederland B.V.,2025-09-06,2025-10-15,39,23630,5235LL,Landstrekenlaan 107,'s-Hertogenbosch,F.01/25/270
30237142,Kunneman & Vandenbroek Recruitment Solutions B.V.,2025-09-06,2025-10-15,39,"70201,78202",3991AP,Lange Schaft 7,Houten,F.16/25/499
73376752,Getting Logistics Done Benelux B.V.,2025-09-06,2025-10-15,39,"52210,52220,52230,52260,64210",2909LG,Rivium 2e straat 46,Capelle aan den IJssel,F.10/25/383
78715628,Altitude Angel (Holdings) B.V.,2025-09-06,2025-10-15,39,64210,2333CW,Bargelaan 200,Leiden,F.13/25/410
89578988,Mario Renovatie Benelux B.V.,2025-09-06,2025-10-15,39,41000,3903LA,Wageningselaan 64,Veenendaal,F.13/25/411
92511120,EEN K Cuijk B.V.,2025-09-06,2025-10-15,39,56111,6811DE,Koningstraat 4,Arnhem,F.01/25/271
84841583,Getting Logistics Done Warehousing B.V.,2025-09-06,2025-10-15,39,"52210,52220,52230",2909LG,Rivium 2e straat 46,Capelle aan den IJssel,F.10/25/382
84243163,CD Uitzendbureau B.V.,2025-09-06,2025-10-15,39,78201,3083RD,Ebenhaëzerstraat 29,Rotterdam,F.09/25/344
87280191,Brian Holding B.V.,2025-09-06,2025-10-15,39,64210,2061XB,Veen en Duin 59,Bloemendaal,F.16/25/504
